Element Number	Bending Stress (MPa)
29005	0.55599
29006	0.5451
29007	0.54892
29008	0.53689
29009	0.54109
29010	0.52793
29011	0.5325
29012	0.51824
29013	0.52317
29014	0.50784
29015	0.51313
29016	0.49675
29017	0.50238
29018	0.48498
29019	0.49095
29020	0.47258
29021	0.47886
29022	0.45955
29023	0.46614
29024	0.44594
29025	0.45282
29026	0.43177
29027	0.43892
29028	0.41708
29029	0.42449
29030	0.4019
29031	0.40955
29032	0.38628
29033	0.39414
29034	0.37026
29035	0.37832
29036	0.35389
29037	0.36212
29038	0.33723
29039	0.34559
29040	0.32031
29041	0.3288
29042	0.30321
29043	0.31178
29044	0.28598
29045	0.29461
29046	0.2687
29047	0.27735
29048	0.25143
29049	0.26006
29050	0.23424
29051	0.24282
29052	0.21721
29053	0.2257
29054	0.20042
29055	0.20878
29056	0.18395
29057	0.19214
29058	0.16788
29059	0.17586
29060	0.15228
29061	0.16002
29062	0.13721
29063	0.14467
29064	0.12267
29065	0.12987
29066	0.10879
29067	0.11564
29068	9.5788e-002
29069	0.10217
29070	8.3795e-002
29071	8.9645e-002
29072	0.3702
29073	0.35402
29074	0.36211
29075	7.8186e-002
29076	7.9169e-002
29077	9.08e-002
29078	8.4888e-002
29079	0.10323
29080	9.6909e-002
29081	0.11626
29082	0.10966
29083	0.13016
29084	0.12312
29085	0.14475
29086	0.13737
29087	0.16003
29088	0.15231
29089	0.17586
29090	0.16788
29091	0.19214
29092	0.18395
29093	0.20878
29094	0.20042
29095	0.2257
29096	0.21721
29097	0.24282
29098	0.23424
29099	0.26006
29100	0.25143
29101	0.27735
29102	0.2687
29103	0.29464
29104	0.286
29105	0.31183
29106	0.30325
29107	0.32884
29108	0.32036
29109	0.34563
29110	0.33726
29111	0.36215
29112	0.35393
29113	0.37833
29114	0.37028
29115	0.39415
29116	0.38629
29117	0.40955
29118	0.4019
29119	0.42449
29120	0.41708
29121	0.43892
29122	0.43177
29123	0.45282
29124	0.44594
29125	0.46615
29126	0.45956
29127	0.47887
29128	0.47259
29129	0.49096
29130	0.485
29131	0.50238
29132	0.49675
29133	0.51313
29134	0.50784
29135	0.52316
29136	0.51823
29137	0.53248
29138	0.52791
29139	0.54108
29140	0.53688
29141	0.54892
29142	0.54509
29143	0.55599
29144	0.55255
29145	0.56227
29146	0.55923
29147	0.56777
29148	0.56512
29149	0.57247
29150	0.57022
29151	0.57636
29152	0.57451
29153	0.57944
29154	0.578
29155	0.5817
29156	0.58067
29157	0.58314
29158	0.58252
29159	0.5838
29160	0.58357
29161	0.58376
29162	0.58386
29163	0.58299
29164	0.58349
29165	0.58116
29166	0.58222
29167	0.57825
29168	0.57982
29169	0.5746
29170	0.5765
29171	0.57036
29172	0.57255
29173	0.56545
29174	0.568
29175	0.55957
29176	0.56266
29177	0.55259
29178	0.55615
29179	0.54512
29180	0.54896
29181	0.53703
29182	0.54111
29183	0.52913
29184	0.53291
29185	0.51948
29186	0.52472
29187	0.50885
29188	0.51432
29189	0.49718
29190	0.5031
29191	0.4851
29192	0.49118
29193	0.4726
29194	0.4789
29195	0.45957
29196	0.46616
29197	0.44592
29198	0.45282
29199	0.43169
29200	0.43887
29201	0.41694
29202	0.42439
29203	0.40165
29204	0.40935
29205	0.38591
29206	0.39386
29207	0.37006
29208	0.37798
29209	0.35376
29210	0.36195
29211	0.33717
29212	0.34551
29213	0.32028
29214	0.32875
29215	0.30321
29216	0.31177
29217	0.28599
29218	0.29461
29219	0.2687
29220	0.27735
29221	0.25143
29222	0.26006
29223	0.23427
29224	0.24283
29225	0.21733
29226	0.22576
29227	0.20076
29228	0.20899
29229	0.18451
29230	0.1926
29231	0.16851
29232	0.17648
29233	0.15283
29234	0.16061
29235	0.13764
29236	0.14516
29237	0.12316
29238	0.1303
29239	0.10942
29240	0.11619
29241	9.6542e-002
29242	0.10287
29243	8.4572e-002
29244	9.0441e-002
29245	7.8942e-002
29246	7.8936e-002
29247	9.0418e-002
29248	8.4559e-002
29249	0.10281
29250	9.6504e-002
29251	0.11604
29252	0.10932
29253	0.13003
29254	0.12295
29255	0.14473
29256	0.1373
29257	0.16003
29258	0.15231
29259	0.17586
29260	0.16788
29261	0.19214
29262	0.18395
29263	0.20878
29264	0.20042
29265	0.2257
29266	0.21721
29267	0.24282
29268	0.23424
29269	0.26006
29270	0.25143
29271	0.27735
29272	0.2687
29273	0.29461
29274	0.28598
29275	0.31178
29276	0.30321
29277	0.3288
29278	0.32031
29279	0.34559
29280	0.33723
29281	0.36212
29282	0.35389
29283	0.37832
29284	0.37026
29285	0.39414
29286	0.38628
29287	0.40955
29288	0.4019
29289	0.42449
29290	0.41708
29291	0.43892
29292	0.43177
29293	0.45282
29294	0.44594
29295	0.46614
29296	0.45955
29297	0.47886
29298	0.47258
29299	0.49095
29300	0.48498
29301	0.50238
29302	0.49675
29303	0.51313
29304	0.50784
29305	0.52317
29306	0.51824
29307	0.5325
29308	0.52793
29309	0.54109
29310	0.53689
29311	0.54893
29312	0.5451
29313	0.55601
29314	0.55256
29315	0.56233
29316	0.55927
29317	0.56785
29318	0.56519
29319	0.57255
29320	0.5703
29321	0.57641
29322	0.57458
29323	0.57946
29324	0.57804
29325	0.5817
29326	0.58068
29327	0.58314
29328	0.58252
29329	0.58376
29330	0.58355
29331	0.58355
29332	0.58376
29333	0.58252
29334	0.58314
29335	0.58067
29336	0.5817
29337	0.578
29338	0.57944
29339	0.57451
29340	0.57636
29341	0.57022
29342	0.57247
29343	0.56512
29344	0.56777
29345	0.55923
29346	0.56227
29347	0.55255
29348	0.55599
29349	0.5451
29350	0.54892
29351	0.53689
29352	0.54109
29353	0.52793
29354	0.5325
29355	0.51824
29356	0.52317
29357	0.50784
29358	0.51313
29359	0.49675
29360	0.50238
29361	0.48498
29362	0.49095
29363	0.47258
29364	0.47886
29365	0.45955
29366	0.46614
29367	0.44594
29368	0.45282
29369	0.43177
29370	0.43892
29371	0.41708
29372	0.42449
29373	0.4019
29374	0.40955
29375	0.38628
29376	0.39414
29377	0.37026
29378	0.37832
29379	0.35388
29380	0.36211
29381	0.33721
29382	0.34558
29383	0.32028
29384	0.32877
29385	0.30316
29386	0.31174
29387	0.28591
29388	0.29455
29389	0.26858
29390	0.27725
29391	0.25124
29392	0.25991
29393	0.23402
29394	0.2426
29395	0.21701
29396	0.22548
29397	0.2003
29398	0.20862
29399	0.1839
29400	0.19206
29401	0.16787
29402	0.17583
29403	0.1523
29404	0.16002
29405	0.1373
29406	0.14472
29407	0.12294
29408	0.13004
29409	0.10932
29410	0.11604
29411	9.65e-002
29412	0.10281
29413	8.4556e-002
29414	9.0415e-002
29415	7.8934e-002
29416	7.8934e-002
29417	9.0415e-002
29418	8.4556e-002
29419	0.10281
29420	9.65e-002
29421	0.11604
29422	0.10932
29423	0.13004
29424	0.12295
29425	0.14473
29426	0.1373
29427	0.16003
29428	0.15231
29429	0.17586
29430	0.16789
29431	0.19214
29432	0.18395
29433	0.20878
29434	0.20042
29435	0.2257
29436	0.21721
29437	0.24282
29438	0.23424
29439	0.26006
29440	0.25143
29441	0.27735
29442	0.2687
29443	0.29461
29444	0.28598
29445	0.31178
29446	0.30321
29447	0.3288
29448	0.32031
29449	0.34559
29450	0.33723
29451	0.36212
29452	0.3539
29453	0.37832
29454	0.37026
29455	0.39414
29456	0.38628
29457	0.40955
29458	0.4019
29459	0.42449
29460	0.41708
29461	0.43892
29462	0.43177
29463	0.45282
29464	0.44594
29465	0.46614
29466	0.45955
29467	0.47886
29468	0.47258
29469	0.49095
29470	0.48498
29471	0.50238
29472	0.49675
29473	0.51313
29474	0.50784
29475	0.52317
29476	0.51824
29477	0.5325
29478	0.52793
29479	0.54109
29480	0.53689
29481	0.54892
29482	0.5451
29483	0.55599
29484	0.55255
29485	0.56227
29486	0.55923
29487	0.56777
29488	0.56512
29489	0.57247
29490	0.57022
29491	0.57636
29492	0.57451
29493	0.57944
29494	0.578
29495	0.5817
29496	0.58067
29497	0.58314
29498	0.58252
29499	0.58376
29500	0.58355
29501	0.58355
29502	0.58376
29503	0.58252
29504	0.58314
29505	0.58067
29506	0.5817
29507	0.578
29508	0.57944
29509	0.57451
29510	0.57636
29511	0.57022
29512	0.57247
29513	0.56512
29514	0.56777
29515	0.55923
29516	0.56227
29517	0.55255
29518	0.55599
29519	0.5451
29520	0.54892
29521	0.53689
29522	0.54109
29523	0.52793
29524	0.5325
29525	0.51824
29526	0.52317
29527	0.50784
29528	0.51313
29529	0.49675
29530	0.50238
29531	0.48498
29532	0.49095
29533	0.47258
29534	0.47886
29535	0.45955
29536	0.46614
29537	0.44593
29538	0.45282
29539	0.43176
29540	0.43891
29541	0.41701
29542	0.42446
29543	0.40179
29544	0.40947
29545	0.38621
29546	0.39407
29547	0.37824
29548	0.33735
29549	0.34575
29550	0.32027
29551	0.32884
29552	0.30324
29553	0.31175
29554	0.28604
29555	0.29467
29556	0.26875
29557	0.27739
29558	0.25144
29559	0.26009
29560	0.23424
29561	0.24282
29562	0.21721
29563	0.2257
29564	0.20042
29565	0.20878
29566	0.18395
29567	0.19214
29568	0.16788
29569	0.17586
29570	0.15227
29571	0.16002
29572	0.1372
29573	0.14466
29574	0.12269
29575	0.12987
29576	0.10881
29577	0.11566
29578	9.5802e-002
29579	0.10218
29580	8.9645e-002
29581	7.2863e-002
29582	7.2851e-002
29583	7.3559e-002
29584	7.3555e-002
29585	8.1823e-002
29586	9.4612e-002
29587	8.8112e-002
29588	0.10828
29589	0.10134
29590	0.12262
29591	0.11537
29592	0.13765
29593	0.13004
29594	0.15352
29595	0.14549
29596	0.17007
29597	0.16172
29598	0.18721
29599	0.17858
29600	0.20481
29601	0.19596
29602	0.22276
29603	0.21374
29604	0.24098
29605	0.23184
29606	0.25938
29607	0.25016
29608	0.27789
29609	0.26863
29610	0.29641
29611	0.28715
29612	0.31489
29613	0.30566
29614	0.33324
29615	0.32409
29616	0.35141
29617	0.34235
29618	0.36932
29619	0.3604
29620	0.38692
29621	0.37816
29622	0.40415
29623	0.39558
29624	0.42097
29625	0.41262
29626	0.43732
29627	0.42921
29628	0.45317
29629	0.44531
29630	0.46847
29631	0.46089
29632	0.48319
29633	0.47591
29634	0.49729
29635	0.49032
29636	0.51075
29637	0.5041
29638	0.52353
29639	0.51722
29640	0.5356
29641	0.52965
29642	0.54696
29643	0.54137
29644	0.55757
29645	0.55236
29646	0.56742
29647	0.5626
29648	0.57647
29649	0.57204
29650	0.58472
29651	0.5807
29652	0.59216
29653	0.58854
29654	0.59878
29655	0.59557
29656	0.60457
29657	0.60178
29658	0.60951
29659	0.60715
29660	0.61361
29661	0.61167
29662	0.61685
29663	0.61534
29664	0.61923
29665	0.61815
29666	0.62075
29667	0.6201
29668	0.6214
29669	0.62118
29670	0.62118
29671	0.6214
29672	0.6201
29673	0.62075
29674	0.61815
29675	0.61923
29676	0.61534
29677	0.61685
29678	0.61167
29679	0.61361
29680	0.60715
29681	0.60951
29682	0.60178
29683	0.60457
29684	0.59557
29685	0.59878
29686	0.58853
29687	0.59215
29688	0.58068
29689	0.58471
29690	0.57202
29691	0.57645
29692	0.56257
29693	0.56739
29694	0.55235
29695	0.55756
29696	0.54137
29697	0.54695
29698	0.52965
29699	0.5356
29700	0.51722
29701	0.52353
29702	0.5041
29703	0.51075
29704	0.49032
29705	0.49729
29706	0.47591
29707	0.48319
29708	0.46089
29709	0.46847
29710	0.44531
29711	0.45317
29712	0.42921
29713	0.43732
29714	0.41262
29715	0.42097
29716	0.39558
29717	0.40415
29718	0.37816
29719	0.38692
29720	0.3604
29721	0.36932
29722	0.34235
29723	0.35141
29724	0.32409
29725	0.33324
29726	0.30566
29727	0.31489
29728	0.28715
29729	0.29641
29730	0.26863
29731	0.27789
29732	0.25016
29733	0.25938
29734	0.23184
29735	0.24098
29736	0.21374
29737	0.22276
29738	0.19596
29739	0.20481
29740	0.17858
29741	0.18721
29742	0.16168
29743	0.17007
29744	0.14532
29745	0.15343
29746	0.12959
29747	0.13737
29748	0.11461
29749	0.122
29750	0.10046
29751	0.10741
29752	8.7384e-002
29753	9.3799e-002
29754	7.581e-002
29755	8.1826e-002
29756	7.581e-002
29757	7.5354e-002
29758	8.1233e-002
29759	0.39571
29760	0.37817
29761	0.38704
29762	9.4622e-002
29763	8.8114e-002
29764	0.10828
29765	0.10135
29766	0.12262
29767	0.11537
29768	0.13765
29769	0.13004
29770	0.15352
29771	0.14549
29772	0.17007
29773	0.16172
29774	0.18721
29775	0.17858
29776	0.20481
29777	0.19596
29778	0.22276
29779	0.21374
29780	0.24098
29781	0.23184
29782	0.25938
29783	0.25016
29784	0.27789
29785	0.26863
29786	0.29642
29787	0.28715
29788	0.31491
29789	0.30568
29790	0.33327
29791	0.32411
29792	0.35141
29793	0.34237
29794	0.36932
29795	0.3604
29796	0.38692
29797	0.37816
29798	0.40416
29799	0.39559
29800	0.42097
29801	0.41262
29802	0.43732
29803	0.42921
29804	0.45317
29805	0.44531
29806	0.46847
29807	0.46089
29808	0.48319
29809	0.47591
29810	0.4973
29811	0.49032
29812	0.51076
29813	0.50411
29814	0.52353
29815	0.51723
29816	0.53561
29817	0.52966
29818	0.54695
29819	0.54137
29820	0.55755
29821	0.55234
29822	0.56738
29823	0.56256
29824	0.57644
29825	0.57201
29826	0.58471
29827	0.58068
29828	0.59215
29829	0.58853
29830	0.59878
29831	0.59557
29832	0.60457
29833	0.60178
29834	0.60951
29835	0.60715
29836	0.61361
29837	0.61167
29838	0.61685
29839	0.61534
29840	0.61923
29841	0.61815
29842	0.62075
29843	0.6201
29844	0.62144
29845	0.62119
29846	0.62135
29847	0.62149
29848	0.62047
29849	0.62103
29850	0.61856
29851	0.61966
29852	0.61557
29853	0.61719
29854	0.61174
29855	0.61374
29856	0.60724
29857	0.60957
29858	0.60204
29859	0.60474
29860	0.59585
29861	0.59908
29862	0.5887
29863	0.59242
29864	0.58066
29865	0.58475
29866	0.57202
29867	0.57644
29868	0.56256
29869	0.56741
29870	0.55352
29871	0.55811
29872	0.54228
29873	0.54804
29874	0.53008
29875	0.53627
29876	0.51733
29877	0.52375
29878	0.50412
29879	0.51079
29880	0.49029
29881	0.49728
29882	0.47588
29883	0.48317
29884	0.46079
29885	0.46842
29886	0.44506
29887	0.45299
29888	0.42885
29889	0.43701
29890	0.41221
29891	0.42058
29892	0.39527
29893	0.40378
29894	0.37797
29895	0.38667
29896	0.36026
29897	0.36917
29898	0.34229
29899	0.35131
29900	0.32407
29901	0.3332
29902	0.30566
29903	0.31488
29904	0.28715
29905	0.29641
29906	0.26863
29907	0.27789
29908	0.25019
29909	0.25939
29910	0.23193
29911	0.24103
29912	0.21393
29913	0.22289
29914	0.19628
29915	0.20506
29916	0.17895
29917	0.18758
29918	0.16197
29919	0.17039
29920	0.14555
29921	0.15368
29922	0.12987
29923	0.13762
29924	0.11496
29925	0.12231
29926	0.10091
29927	0.10782
29928	8.7796e-002
29929	9.4233e-002
29930	8.1605e-002
29931	7.5677e-002
29932	7.568e-002
29933	8.1609e-002
29934	9.422e-002
29935	8.7789e-002
29936	0.10779
29937	0.10089
29938	0.12224
29939	0.11491
29940	0.1375
29941	0.12977
29942	0.15347
29943	0.1454
29944	0.17007
29945	0.1617
29946	0.18721
29947	0.17858
29948	0.2048
29949	0.19596
29950	0.22276
29951	0.21374
29952	0.24098
29953	0.23184
29954	0.25938
29955	0.25016
29956	0.27789
29957	0.26863
29958	0.29641
29959	0.28715
29960	0.31489
29961	0.30566
29962	0.33324
29963	0.32409
29964	0.35141
29965	0.34235
29966	0.36932
29967	0.3604
29968	0.38692
29969	0.37816
29970	0.40415
29971	0.39558
29972	0.42097
29973	0.41262
29974	0.43732
29975	0.42921
29976	0.45317
29977	0.44531
29978	0.46847
29979	0.46089
29980	0.48319
29981	0.47591
29982	0.49729
29983	0.49032
29984	0.51075
29985	0.5041
29986	0.52353
29987	0.51722
29988	0.5356
29989	0.52965
29990	0.54695
29991	0.54137
29992	0.55756
29993	0.55235
29994	0.56739
29995	0.56257
29996	0.57645
29997	0.57202
29998	0.58471
29999	0.58068
30000	0.59216
30001	0.58854
30002	0.59881
30003	0.59559
30004	0.6046
30005	0.60181
30006	0.60956
30007	0.60719
30008	0.61364
30009	0.61171
30010	0.61686
30011	0.61536
30012	0.61924
30013	0.61816
30014	0.62075
30015	0.6201
30016	0.6214
30017	0.62118
30018	0.62118
30019	0.6214
30020	0.6201
30021	0.62075
30022	0.61815
30023	0.61923
30024	0.61534
30025	0.61685
30026	0.61167
30027	0.61361
30028	0.60715
30029	0.60951
30030	0.60178
30031	0.60457
30032	0.59557
30033	0.59878
30034	0.58853
30035	0.59215
30036	0.58068
30037	0.58471
30038	0.57202
30039	0.57645
30040	0.56257
30041	0.56739
30042	0.55235
30043	0.55756
30044	0.54137
30045	0.54695
30046	0.52965
30047	0.5356
30048	0.51722
30049	0.52353
30050	0.5041
30051	0.51075
30052	0.49032
30053	0.49729
30054	0.47591
30055	0.48319
30056	0.46089
30057	0.46847
30058	0.44531
30059	0.45317
30060	0.42921
30061	0.43732
30062	0.41261
30063	0.42097
30064	0.39558
30065	0.40415
30066	0.37816
30067	0.38692
30068	0.36039
30069	0.36931
30070	0.34235
30071	0.3514
30072	0.32407
30073	0.33324
30074	0.30565
30075	0.31488
30076	0.2871
30077	0.29639
30078	0.26853
30079	0.27781
30080	0.25004
30081	0.25927
30082	0.23171
30083	0.24085
30084	0.21367
30085	0.22265
30086	0.19593
30087	0.20476
30088	0.17857
30089	0.1872
30090	0.16169
30091	0.17007
30092	0.1454
30093	0.15347
30094	0.12977
30095	0.1375
30096	0.11491
30097	0.12224
30098	0.10089
30099	0.10779
30100	8.7787e-002
30101	9.4218e-002
30102	8.1604e-002
30103	7.5676e-002
30104	7.5676e-002
30105	8.1604e-002
30106	9.4218e-002
30107	8.7787e-002
30108	0.10779
30109	0.10089
30110	0.12224
30111	0.11491
30112	0.1375
30113	0.12977
30114	0.15347
30115	0.1454
30116	0.17007
30117	0.1617
30118	0.18722
30119	0.17858
30120	0.20481
30121	0.19596
30122	0.22276
30123	0.21374
30124	0.24098
30125	0.23184
30126	0.25938
30127	0.25016
30128	0.27789
30129	0.26863
30130	0.29641
30131	0.28715
30132	0.31489
30133	0.30566
30134	0.33324
30135	0.32409
30136	0.35141
30137	0.34235
30138	0.36932
30139	0.3604
30140	0.38692
30141	0.37816
30142	0.40415
30143	0.39558
30144	0.42097
30145	0.41262
30146	0.43732
30147	0.42921
30148	0.45317
30149	0.44531
30150	0.46847
30151	0.46089
30152	0.48319
30153	0.47591
30154	0.49729
30155	0.49032
30156	0.51075
30157	0.5041
30158	0.52353
30159	0.51722
30160	0.5356
30161	0.52965
30162	0.54695
30163	0.54137
30164	0.55756
30165	0.55235
30166	0.56739
30167	0.56257
30168	0.57645
30169	0.57202
30170	0.58471
30171	0.58068
30172	0.59215
30173	0.58853
30174	0.59878
30175	0.59557
30176	0.60457
30177	0.60178
30178	0.60951
30179	0.60715
30180	0.61361
30181	0.61167
30182	0.61685
30183	0.61534
30184	0.61923
30185	0.61815
30186	0.62075
30187	0.6201
30188	0.6214
30189	0.62118
30190	0.62118
30191	0.6214
30192	0.6201
30193	0.62075
30194	0.61815
30195	0.61923
30196	0.61534
30197	0.61685
30198	0.61167
30199	0.61361
30200	0.60715
30201	0.60951
30202	0.60178
30203	0.60457
30204	0.59557
30205	0.59878
30206	0.58853
30207	0.59215
30208	0.58068
30209	0.58471
30210	0.57202
30211	0.57645
30212	0.56257
30213	0.56739
30214	0.55235
30215	0.55756
30216	0.54137
30217	0.54695
30218	0.52965
30219	0.5356
30220	0.51722
30221	0.52353
30222	0.5041
30223	0.51075
30224	0.49032
30225	0.49729
30226	0.47591
30227	0.48319
30228	0.4609
30229	0.46849
30230	0.44528
30231	0.45316
30232	0.42913
30233	0.43724
30234	0.41262
30235	0.42095
30236	0.40422
30237	0.36023
30238	0.36925
30239	0.34242
30240	0.3513
30241	0.32404
30242	0.33326
30243	0.30563
30244	0.31484
30245	0.28711
30246	0.29638
30247	0.26861
30248	0.27786
30249	0.25016
30250	0.25937
30251	0.23184
30252	0.24097
30253	0.21374
30254	0.22276
30255	0.19596
30256	0.20481
30257	0.17858
30258	0.18722
30259	0.16168
30260	0.17006
30261	0.14534
30262	0.15343
30263	0.12962
30264	0.1374
30265	0.11465
30266	0.12203
30267	0.1005
30268	0.10747
30269	8.7396e-002
30270	9.3818e-002
30271	7.5361e-002
30272	8.1246e-002
30273	6.971e-002
30274	6.9707e-002
30275	7.0016e-002
30276	7.0014e-002
30277	7.7807e-002
30278	7.1623e-002
30279	7.1794e-002
30280	8.4596e-002
30281	7.8048e-002
30282	9.8185e-002
30283	9.1456e-002
30284	0.11344
30285	0.10551
30286	0.12906
30287	0.12115
30288	0.14539
30289	0.13713
30290	0.16254
30291	0.15386
30292	0.18044
30293	0.17141
30294	0.19893
30295	0.18962
30296	0.21788
30297	0.20835
30298	0.23718
30299	0.22749
30300	0.25674
30301	0.24693
30302	0.27647
30303	0.26659
30304	0.29627
30305	0.28637
30306	0.31608
30307	0.30618
30308	0.3358
30309	0.32595
30310	0.35537
30311	0.34561
30312	0.37471
30313	0.36507
30314	0.39375
30315	0.38427
30316	0.41245
30317	0.40315
30318	0.43074
30319	0.42165
30320	0.44858
30321	0.43972
30322	0.4659
30323	0.45731
30324	0.48268
30325	0.47436
30326	0.49887
30327	0.49085
30328	0.51442
30329	0.50672
30330	0.52932
30331	0.52195
30332	0.54352
30333	0.53651
30334	0.557
30335	0.55035
30336	0.56973
30337	0.56346
30338	0.58169
30339	0.57581
30340	0.59287
30341	0.58738
30342	0.60323
30343	0.59815
30344	0.61276
30345	0.6081
30346	0.62144
30347	0.61721
30348	0.62927
30349	0.62546
30350	0.63623
30351	0.63286
30352	0.64232
30353	0.63939
30354	0.64752
30355	0.64503
30356	0.65182
30357	0.64978
30358	0.65523
30359	0.65364
30360	0.65773
30361	0.65659
30362	0.65932
30363	0.65864
30364	0.66001
30365	0.65978
30366	0.65978
30367	0.66001
30368	0.65864
30369	0.65932
30370	0.65659
30371	0.65773
30372	0.65364
30373	0.65523
30374	0.64978
30375	0.65182
30376	0.64503
30377	0.64752
30378	0.63939
30379	0.64232
30380	0.63286
30381	0.63623
30382	0.62546
30383	0.62927
30384	0.6172
30385	0.62144
30386	0.60809
30387	0.61275
30388	0.59814
30389	0.60322
30390	0.58737
30391	0.59286
30392	0.57581
30393	0.58169
30394	0.56346
30395	0.56973
30396	0.55035
30397	0.557
30398	0.53651
30399	0.54352
30400	0.52195
30401	0.52932
30402	0.50672
30403	0.51442
30404	0.49085
30405	0.49887
30406	0.47436
30407	0.48268
30408	0.45731
30409	0.4659
30410	0.43972
30411	0.44858
30412	0.42165
30413	0.43074
30414	0.40315
30415	0.41245
30416	0.38427
30417	0.39375
30418	0.36507
30419	0.37471
30420	0.34561
30421	0.35537
30422	0.32595
30423	0.3358
30424	0.30618
30425	0.31608
30426	0.28637
30427	0.29627
30428	0.26659
30429	0.27647
30430	0.24693
30431	0.25674
30432	0.22749
30433	0.23718
30434	0.20835
30435	0.21788
30436	0.18962
30437	0.19893
30438	0.17138
30439	0.18043
30440	0.15372
30441	0.16247
30442	0.13674
30443	0.14514
30444	0.12055
30445	0.12853
30446	0.10527
30447	0.11279
30448	9.0984e-002
30449	9.7995e-002
30450	7.7796e-002
30451	8.4248e-002
30452	0.42202
30453	0.40348
30454	0.41284
30455	7.1614e-002
30456	7.1794e-002
30457	8.4594e-002
30458	7.8045e-002
30459	9.8564e-002
30460	9.145e-002
30461	0.11343
30462	0.1059
30463	0.12906
30464	0.12115
30465	0.14539
30466	0.13713
30467	0.16254
30468	0.15386
30469	0.18044
30470	0.17141
30471	0.19893
30472	0.18962
30473	0.21788
30474	0.20835
30475	0.23718
30476	0.22749
30477	0.25674
30478	0.24693
30479	0.27647
30480	0.26659
30481	0.29628
30482	0.28637
30483	0.31608
30484	0.30618
30485	0.33581
30486	0.32596
30487	0.35538
30488	0.34562
30489	0.37471
30490	0.36507
30491	0.39375
30492	0.38426
30493	0.41245
30494	0.40314
30495	0.43074
30496	0.42165
30497	0.44858
30498	0.43972
30499	0.4659
30500	0.45731
30501	0.48268
30502	0.47436
30503	0.49887
30504	0.49085
30505	0.51442
30506	0.50672
30507	0.52932
30508	0.52195
30509	0.54352
30510	0.53651
30511	0.557
30512	0.55035
30513	0.56973
30514	0.56346
30515	0.58169
30516	0.57581
30517	0.59285
30518	0.58737
30519	0.60321
30520	0.59813
30521	0.61274
30522	0.60808
30523	0.62144
30524	0.6172
30525	0.62927
30526	0.62546
30527	0.63623
30528	0.63286
30529	0.64232
30530	0.63939
30531	0.64752
30532	0.64503
30533	0.65182
30534	0.64978
30535	0.65523
30536	0.65364
30537	0.65773
30538	0.65659
30539	0.65933
30540	0.65864
30541	0.66004
30542	0.65979
30543	0.65991
30544	0.66008
30545	0.65894
30546	0.65955
30547	0.65691
30548	0.65807
30549	0.65377
30550	0.65544
30551	0.64982
30552	0.6519
30553	0.64509
30554	0.64754
30555	0.63958
30556	0.64245
30557	0.63309
30558	0.63648
30559	0.62557
30560	0.62944
30561	0.61718
30562	0.62148
30563	0.6076
30564	0.61265
30565	0.59804
30566	0.60249
30567	0.58785
30568	0.59313
30569	0.57656
30570	0.58249
30571	0.56381
30572	0.57029
30573	0.55043
30574	0.55718
30575	0.53651
30576	0.54354
30577	0.52194
30578	0.52931
30579	0.50671
30580	0.51441
30581	0.49077
30582	0.49883
30583	0.47414
30584	0.48254
30585	0.45688
30586	0.46557
30587	0.43923
30588	0.44809
30589	0.42131
30590	0.43031
30591	0.40297
30592	0.4122
30593	0.38419
30594	0.39364
30595	0.36502
30596	0.37465
30597	0.34559
30598	0.35534
30599	0.32595
30600	0.33579
30601	0.30618
30602	0.31608
30603	0.28637
30604	0.29627
30605	0.26659
30606	0.27647
30607	0.24698
30608	0.25676
30609	0.2276
30610	0.23725
30611	0.20853
30612	0.21802
30613	0.18979
30614	0.19911
30615	0.17157
30616	0.1806
30617	0.15384
30618	0.16266
30619	0.13687
30620	0.14526
30621	0.12071
30622	0.12868
30623	0.10544
30624	0.11296
30625	9.1156e-002
30626	9.8173e-002
30627	7.7919e-002
30628	8.4402e-002
30629	7.1717e-002
30630	7.1716e-002
30631	8.4399e-002
30632	7.7917e-002
30633	9.8166e-002
30634	9.1152e-002
30635	0.11294
30636	0.10543
30637	0.12865
30638	0.12069
30639	0.1452
30640	0.13682
30641	0.16249
30642	0.15376
30643	0.18043
30644	0.17139
30645	0.19893
30646	0.18962
30647	0.21788
30648	0.20835
30649	0.23718
30650	0.22749
30651	0.25674
30652	0.24693
30653	0.27647
30654	0.26659
30655	0.29627
30656	0.28637
30657	0.31608
30658	0.30618
30659	0.3358
30660	0.32595
30661	0.35537
30662	0.34561
30663	0.37471
30664	0.36507
30665	0.39375
30666	0.38427
30667	0.41245
30668	0.40315
30669	0.43074
30670	0.42165
30671	0.44858
30672	0.43972
30673	0.4659
30674	0.45731
30675	0.48268
30676	0.47436
30677	0.49887
30678	0.49085
30679	0.51442
30680	0.50672
30681	0.52932
30682	0.52195
30683	0.54352
30684	0.53651
30685	0.557
30686	0.55035
30687	0.56973
30688	0.56346
30689	0.58169
30690	0.57581
30691	0.59286
30692	0.58737
30693	0.60322
30694	0.59814
30695	0.61275
30696	0.60809
30697	0.62144
30698	0.6172
30699	0.62928
30700	0.62546
30701	0.63624
30702	0.63287
30703	0.64234
30704	0.6394
30705	0.64754
30706	0.64505
30707	0.65184
30708	0.6498
30709	0.65524
30710	0.65365
30711	0.65773
30712	0.6566
30713	0.65932
30714	0.65864
30715	0.66001
30716	0.65978
30717	0.65978
30718	0.66001
30719	0.65864
